window_index,y_now,k,horizon_s,attack_prob,progression_state,attck_phase,confidence
2220,0,2,20,0.024,NORMAL,None,Medium
2220,0,3,30,0.0236,NORMAL,None,Medium
2220,0,4,40,0.0259,NORMAL,None,Low
2220,0,5,50,0.0252,NORMAL,None,Low
2220,0,6,60,0.0269,NORMAL,None,Low
2221,0,1,10,0.0169,NORMAL,None,Medium
2221,0,2,20,0.0186,NORMAL,None,Medium
2221,0,3,30,0.0223,NORMAL,None,Medium
2221,0,4,40,0.0228,NORMAL,None,Low
2221,0,5,50,0.0246,NORMAL,None,Low
2221,0,6,60,0.0244,NORMAL,None,Low
2222,0,1,10,0.0156,NORMAL,None,Medium
2222,0,2,20,0.0222,NORMAL,None,Medium
2222,0,3,30,0.0218,NORMAL,None,Medium
2222,0,4,40,0.027,NORMAL,None,Low
2222,0,5,50,0.0229,NORMAL,None,Low
2222,0,6,60,0.0238,NORMAL,None,Low
2223,0,1,10,0.0154,NORMAL,None,Medium
2223,0,2,20,0.02,NORMAL,None,Medium
2223,0,3,30,0.0234,NORMAL,None,Medium
2223,0,4,40,0.0255,NORMAL,None,Low
2223,0,5,50,0.0255,NORMAL,None,Low
2223,0,6,60,0.0254,NORMAL,None,Low
2224,0,1,10,0.0164,NORMAL,None,Medium
2224,0,2,20,0.0214,NORMAL,None,Medium
2224,0,3,30,0.0227,NORMAL,None,Medium
2224,0,4,40,0.0236,NORMAL,None,Low
2224,0,5,50,0.0236,NORMAL,None,Low
2224,0,6,60,0.0251,NORMAL,None,Low
2225,0,1,10,0.0501,NORMAL,None,Medium
2225,0,2,20,0.0283,NORMAL,None,Medium
2225,0,3,30,0.025,NORMAL,None,Medium
2225,0,4,40,0.0234,NORMAL,None,Low
2225,0,5,50,0.0263,NORMAL,None,Low
2225,0,6,60,0.0251,NORMAL,None,Low
2226,0,1,10,0.0464,NORMAL,None,Medium
2226,0,2,20,0.0332,NORMAL,None,Medium
2226,0,3,30,0.0285,NORMAL,None,Medium
2226,0,4,40,0.0297,NORMAL,None,Low
2226,0,5,50,0.0284,NORMAL,None,Low
2226,0,6,60,0.0264,NORMAL,None,Low
2227,0,1,10,0.0306,NORMAL,None,Medium
2227,0,2,20,0.0261,NORMAL,None,Medium
2227,0,3,30,0.025,NORMAL,None,Medium
2227,0,4,40,0.0257,NORMAL,None,Low
2227,0,5,50,0.0245,NORMAL,None,Low
2227,0,6,60,0.0281,NORMAL,None,Low
2228,0,1,10,0.0395,NORMAL,None,Medium
2228,0,2,20,0.0294,NORMAL,None,Medium
2228,0,3,30,0.027,NORMAL,None,Medium
2228,0,4,40,0.0241,NORMAL,None,Low
2228,0,5,50,0.0276,NORMAL,None,Low
2228,0,6,60,0.0261,NORMAL,None,Low
2229,0,1,10,0.1594,NORMAL,None,Medium
2229,0,2,20,0.0568,NORMAL,None,Medium
2229,0,3,30,0.0351,NORMAL,None,Medium
2229,0,4,40,0.0299,NORMAL,None,Low
2229,0,5,50,0.0269,NORMAL,None,Low
2229,0,6,60,0.0277,NORMAL,None,Low
2230,0,1,10,0.0499,NORMAL,None,Medium
2230,0,2,20,0.0296,NORMAL,None,Medium
2230,0,3,30,0.026,NORMAL,None,Medium
2230,0,4,40,0.0264,NORMAL,None,Low
2230,0,5,50,0.0241,NORMAL,None,Low
2230,0,6,60,0.0246,NORMAL,None,Low
2231,0,1,10,0.041,NORMAL,None,Medium
2231,0,2,20,0.0296,NORMAL,None,Medium
2231,0,3,30,0.029,NORMAL,None,Medium
2231,0,4,40,0.027,NORMAL,None,Low
2231,0,5,50,0.0255,NORMAL,None,Low
2231,0,6,60,0.0288,NORMAL,None,Low
2232,0,1,10,0.0277,NORMAL,None,Medium
2232,0,2,20,0.0296,NORMAL,None,Medium
2232,0,3,30,0.0272,NORMAL,None,Medium
2232,0,4,40,0.0265,NORMAL,None,Low
2232,0,5,50,0.0266,NORMAL,None,Low
2232,0,6,60,0.0265,NORMAL,None,Low
2233,0,1,10,0.0231,NORMAL,None,Medium
2233,0,2,20,0.0252,NORMAL,None,Medium
2233,0,3,30,0.0279,NORMAL,None,Medium
2233,0,4,40,0.0238,NORMAL,None,Low
2233,0,5,50,0.025,NORMAL,None,Low
2233,0,6,60,0.0252,NORMAL,None,Low
2234,0,1,10,0.0236,NORMAL,None,Medium
2234,0,2,20,0.0274,NORMAL,None,Medium
2234,0,3,30,0.0262,NORMAL,None,Medium
2234,0,4,40,0.0264,NORMAL,None,Low
2234,0,5,50,0.0243,NORMAL,None,Low
2234,0,6,60,0.0236,NORMAL,None,Low
2235,0,1,10,0.1215,NORMAL,None,Medium
2235,0,2,20,0.0437,NORMAL,None,Medium
2235,0,3,30,0.0303,NORMAL,None,Medium
2235,0,4,40,0.0302,NORMAL,None,Low
2235,0,5,50,0.0265,NORMAL,None,Low
2235,0,6,60,0.0267,NORMAL,None,Low
2236,0,1,10,0.0534,NORMAL,None,Medium
2236,0,2,20,0.0301,NORMAL,None,Medium
2236,0,3,30,0.0279,NORMAL,None,Medium
2236,0,4,40,0.0266,NORMAL,None,Low
2236,0,5,50,0.0251,NORMAL,None,Low
2236,0,6,60,0.0248,NORMAL,None,Low
2237,0,1,10,0.0196,NORMAL,None,Medium
2237,0,2,20,0.0206,NORMAL,None,Medium
2237,0,3,30,0.0221,NORMAL,None,Medium
2237,0,4,40,0.0247,NORMAL,None,Low
2237,0,5,50,0.0245,NORMAL,None,Low
2237,0,6,60,0.0257,NORMAL,None,Low
2238,0,1,10,0.0166,NORMAL,None,Medium
2238,0,2,20,0.0211,NORMAL,None,Medium
2238,0,3,30,0.0257,NORMAL,None,Medium
2238,0,4,40,0.0242,NORMAL,None,Low
2238,0,5,50,0.0233,NORMAL,None,Low
2238,0,6,60,0.026,NORMAL,None,Low
2239,0,1,10,0.0147,NORMAL,None,Medium
2239,0,2,20,0.0247,NORMAL,None,Medium
2239,0,3,30,0.027,NORMAL,None,Medium
2239,0,4,40,0.0229,NORMAL,None,Low
2239,0,5,50,0.0242,NORMAL,None,Low
2239,0,6,60,0.0251,NORMAL,None,Low
2240,0,1,10,0.0232,NORMAL,None,Medium
2240,0,2,20,0.0214,NORMAL,None,Medium
2240,0,3,30,0.025,NORMAL,None,Medium
2240,0,4,40,0.0243,NORMAL,None,Low
2240,0,5,50,0.0258,NORMAL,None,Low
2240,0,6,60,0.0241,NORMAL,None,Low
2241,0,1,10,0.0839,NORMAL,None,Medium
2241,0,2,20,0.0293,NORMAL,None,Medium
2241,0,3,30,0.0259,NORMAL,None,Medium
2241,0,4,40,0.0253,NORMAL,None,Low
2241,0,5,50,0.0254,NORMAL,None,Low
2241,0,6,60,0.0256,NORMAL,None,Low
2242,0,1,10,0.0293,NORMAL,None,Medium
2242,0,2,20,0.023,NORMAL,None,Medium
2242,0,3,30,0.0247,NORMAL,None,Medium
2242,0,4,40,0.0257,NORMAL,None,Low
2242,0,5,50,0.0275,NORMAL,None,Low
2242,0,6,60,0.0241,NORMAL,None,Low
2243,0,1,10,0.0156,NORMAL,None,Medium
2243,0,2,20,0.0234,NORMAL,None,Medium
2243,0,3,30,0.0259,NORMAL,None,Medium
2243,0,4,40,0.0279,NORMAL,None,Low
2243,0,5,50,0.0262,NORMAL,None,Low
2243,0,6,60,0.0252,NORMAL,None,Low
2244,0,1,10,0.0163,NORMAL,None,Medium
2244,0,2,20,0.0202,NORMAL,None,Medium
2244,0,3,30,0.0246,NORMAL,None,Medium
2244,0,4,40,0.0255,NORMAL,None,Low
2244,0,5,50,0.0261,NORMAL,None,Low
2244,0,6,60,0.0266,NORMAL,None,Low
2245,0,1,10,0.0154,NORMAL,None,Medium
2245,0,2,20,0.0216,NORMAL,None,Medium
2245,0,3,30,0.0262,NORMAL,None,Medium
2245,0,4,40,0.0227,NORMAL,None,Low
2245,0,5,50,0.0246,NORMAL,None,Low
2245,0,6,60,0.0242,NORMAL,None,Low
2246,0,1,10,0.0491,NORMAL,None,Medium
2246,0,2,20,0.0257,NORMAL,None,Medium
2246,0,3,30,0.0214,NORMAL,None,Medium
2246,0,4,40,0.0219,NORMAL,None,Low
2246,0,5,50,0.0245,NORMAL,None,Low
2246,0,6,60,0.0256,NORMAL,None,Low
2247,0,1,10,0.0416,NORMAL,None,Medium
2247,0,2,20,0.0267,NORMAL,None,Medium
2247,0,3,30,0.0248,NORMAL,None,Medium
2247,0,4,40,0.0257,NORMAL,None,Low
2247,0,5,50,0.0232,NORMAL,None,Low
2247,0,6,60,0.0243,NORMAL,None,Low
2248,0,1,10,0.136,NORMAL,None,Medium
2248,0,2,20,0.0411,NORMAL,None,Medium
2248,0,3,30,0.0284,NORMAL,None,Medium
2248,0,4,40,0.0287,NORMAL,None,Low
2248,0,5,50,0.0265,NORMAL,None,Low
2248,0,6,60,0.027,NORMAL,None,Low
2249,0,1,10,0.0331,NORMAL,None,Medium
2249,0,2,20,0.0261,NORMAL,None,Medium
2249,0,3,30,0.0223,NORMAL,None,Medium
2249,0,4,40,0.0256,NORMAL,None,Low
2249,0,5,50,0.0276,NORMAL,None,Low
2249,0,6,60,0.0272,NORMAL,None,Low
2370,0,1,10,0.2077,NORMAL,None,Medium
2370,0,2,20,0.0912,NORMAL,None,Medium
2370,0,3,30,0.0481,NORMAL,None,Medium
2370,0,4,40,0.0407,NORMAL,None,Low
2370,0,5,50,0.0324,NORMAL,None,Low
2370,0,6,60,0.0312,NORMAL,None,Low
2371,0,1,10,0.0386,NORMAL,None,Medium
2371,0,2,20,0.0267,NORMAL,None,Medium
2371,0,3,30,0.0272,NORMAL,None,Medium
2371,0,4,40,0.0254,NORMAL,None,Low
2371,0,5,50,0.0252,NORMAL,None,Low
2371,0,6,60,0.0277,NORMAL,None,Low
2372,0,1,10,0.0269,NORMAL,None,Medium
2372,0,2,20,0.0297,NORMAL,None,Medium
2372,0,3,30,0.0299,NORMAL,None,Medium
2372,0,4,40,0.024,NORMAL,None,Low
2372,0,5,50,0.0247,NORMAL,None,Low
2372,0,6,60,0.0235,NORMAL,None,Low
2373,0,1,10,0.029,NORMAL,None,Medium
2373,0,2,20,0.0324,NORMAL,None,Medium
2373,0,3,30,0.0286,NORMAL,None,Medium
2373,0,4,40,0.0276,NORMAL,None,Low
2373,0,5,50,0.027,NORMAL,None,Low
2373,0,6,60,0.0302,NORMAL,None,Low
2374,0,1,10,0.0323,NORMAL,None,Medium
2374,0,2,20,0.0305,NORMAL,None,Medium
2374,0,3,30,0.0285,NORMAL,None,Medium
2374,0,4,40,0.0269,NORMAL,None,Low
2374,0,5,50,0.0266,NORMAL,None,Low
2374,0,6,60,0.0263,NORMAL,None,Low
2375,0,1,10,0.0219,NORMAL,None,Medium
2375,0,2,20,0.0222,NORMAL,None,Medium
2375,0,3,30,0.0256,NORMAL,None,Medium
2375,0,4,40,0.0233,NORMAL,None,Low
2375,0,5,50,0.021,NORMAL,None,Low
2375,0,6,60,0.0233,NORMAL,None,Low
2376,0,1,10,0.0229,NORMAL,None,Medium
2376,0,2,20,0.0277,NORMAL,None,Medium
2376,0,3,30,0.0262,NORMAL,None,Medium
2376,0,4,40,0.029,NORMAL,None,Low
2376,0,5,50,0.0264,NORMAL,None,Low
2376,0,6,60,0.029,NORMAL,None,Low
2377,0,1,10,0.0215,NORMAL,None,Medium
2377,0,2,20,0.0236,NORMAL,None,Medium
2377,0,3,30,0.0238,NORMAL,None,Medium
2377,0,4,40,0.0253,NORMAL,None,Low
2377,0,5,50,0.0262,NORMAL,None,Low
2377,0,6,60,0.0254,NORMAL,None,Low
2378,0,1,10,0.1206,NORMAL,None,Medium
2378,0,2,20,0.0419,NORMAL,None,Medium
2378,0,3,30,0.0275,NORMAL,None,Medium
2378,0,4,40,0.026,NORMAL,None,Low
2378,0,5,50,0.0254,NORMAL,None,Low
2378,0,6,60,0.0263,NORMAL,None,Low
2379,0,1,10,0.047,NORMAL,None,Medium
2379,0,2,20,0.0313,NORMAL,None,Medium
2379,0,3,30,0.0301,NORMAL,None,Medium
2379,0,4,40,0.029,NORMAL,None,Low
2379,0,5,50,0.0246,NORMAL,None,Low
2379,0,6,60,0.0264,NORMAL,None,Low
2380,0,1,10,0.0209,NORMAL,None,Medium
2380,0,2,20,0.0251,NORMAL,None,Medium
2380,0,3,30,0.0267,NORMAL,None,Medium
2380,0,4,40,0.0244,NORMAL,None,Low
2380,0,5,50,0.0246,NORMAL,None,Low
2380,0,6,60,0.0225,NORMAL,None,Low
2381,0,1,10,0.0168,NORMAL,None,Medium
2381,0,2,20,0.0215,NORMAL,None,Medium
2381,0,3,30,0.0239,NORMAL,None,Medium
2381,0,4,40,0.0276,NORMAL,None,Low
2381,0,5,50,0.0261,NORMAL,None,Low
2381,0,6,60,0.0253,NORMAL,None,Low
2382,0,1,10,0.0155,NORMAL,None,Medium
2382,0,2,20,0.0224,NORMAL,None,Medium
2382,0,3,30,0.0225,NORMAL,None,Medium
2382,0,4,40,0.0282,NORMAL,None,Low
2382,0,5,50,0.0266,NORMAL,None,Low
2382,0,6,60,0.0264,NORMAL,None,Low
2383,0,1,10,0.0176,NORMAL,None,Medium
2383,0,2,20,0.024,NORMAL,None,Medium
2383,0,3,30,0.0239,NORMAL,None,Medium
2383,0,4,40,0.0244,NORMAL,None,Low
2383,0,5,50,0.0263,NORMAL,None,Low
2383,0,6,60,0.0289,NORMAL,None,Low
2384,0,1,10,0.0252,NORMAL,None,Medium
2384,0,2,20,0.0236,NORMAL,None,Medium
2384,0,3,30,0.024,NORMAL,None,Medium
2384,0,4,40,0.0237,NORMAL,None,Low
2384,0,5,50,0.0244,NORMAL,None,Low
2384,0,6,60,0.0243,NORMAL,None,Low
2385,0,1,10,0.017,NORMAL,None,Medium
2385,0,2,20,0.0216,NORMAL,None,Medium
2385,0,3,30,0.0228,NORMAL,None,Medium
2385,0,4,40,0.0246,NORMAL,None,Low
2385,0,5,50,0.0244,NORMAL,None,Low
2385,0,6,60,0.0263,NORMAL,None,Low
2386,0,1,10,0.016,NORMAL,None,Medium
2386,0,2,20,0.0228,NORMAL,None,Medium
2386,0,3,30,0.0268,NORMAL,None,Medium
2386,0,4,40,0.0248,NORMAL,None,Low
2386,0,5,50,0.0233,NORMAL,None,Low
2386,0,6,60,0.0231,NORMAL,None,Low
2387,0,1,10,0.0702,NORMAL,None,Medium
2387,0,2,20,0.0313,NORMAL,None,Medium
2387,0,3,30,0.0244,NORMAL,None,Medium
2387,0,4,40,0.0226,NORMAL,None,Low
2387,0,5,50,0.027,NORMAL,None,Low
2387,0,6,60,0.027,NORMAL,None,Low
2388,0,1,10,0.0305,NORMAL,None,Medium
2388,0,2,20,0.0284,NORMAL,None,Medium
2388,0,3,30,0.0261,NORMAL,None,Medium
2388,0,4,40,0.0259,NORMAL,None,Low
2388,0,5,50,0.0248,NORMAL,None,Low
2388,0,6,60,0.0259,NORMAL,None,Low
2389,0,1,10,0.0235,NORMAL,None,Medium
2389,0,2,20,0.0264,NORMAL,None,Medium
2389,0,3,30,0.026,NORMAL,None,Medium
2389,0,4,40,0.0264,NORMAL,None,Low
2389,0,5,50,0.0256,NORMAL,None,Low
2389,0,6,60,0.0271,NORMAL,None,Low
2390,0,1,10,0.0275,NORMAL,None,Medium
2390,0,2,20,0.0272,NORMAL,None,Medium
2390,0,3,30,0.0246,NORMAL,None,Medium
2390,0,4,40,0.0259,NORMAL,None,Low
2390,0,5,50,0.0266,NORMAL,None,Low
2390,0,6,60,0.0284,NORMAL,None,Low
2391,0,1,10,0.0225,NORMAL,None,Medium
2391,0,2,20,0.0248,NORMAL,None,Medium
2391,0,3,30,0.0261,NORMAL,None,Medium
2391,0,4,40,0.0261,NORMAL,None,Low
2391,0,5,50,0.0273,NORMAL,None,Low
2391,0,6,60,0.0261,NORMAL,None,Low
2392,0,1,10,0.0186,NORMAL,None,Medium
2392,0,2,20,0.0238,NORMAL,None,Medium
2392,0,3,30,0.0243,NORMAL,None,Medium
2392,0,4,40,0.0245,NORMAL,None,Low
2392,0,5,50,0.0258,NORMAL,None,Low
2392,0,6,60,0.0278,NORMAL,None,Low
2393,0,1,10,0.0613,NORMAL,None,Medium
2393,0,2,20,0.0309,NORMAL,None,Medium
2393,0,3,30,0.024,NORMAL,None,Medium
2393,0,4,40,0.0233,NORMAL,None,Low
2393,0,5,50,0.0253,NORMAL,None,Low
2393,0,6,60,0.0272,NORMAL,None,Low
2394,0,1,10,0.0641,NORMAL,None,Medium
2394,0,2,20,0.0376,NORMAL,None,Medium
2394,0,3,30,0.0334,NORMAL,None,Medium
2394,0,4,40,0.0328,NORMAL,None,Low
2394,0,5,50,0.0266,NORMAL,None,Low
2394,0,6,60,0.0279,NORMAL,None,Low
2395,0,1,10,0.036,NORMAL,None,Medium
2395,0,2,20,0.0281,NORMAL,None,Medium
2395,0,3,30,0.025,NORMAL,None,Medium
2395,0,4,40,0.0245,NORMAL,None,Low
2395,0,5,50,0.0247,NORMAL,None,Low
2395,0,6,60,0.0269,NORMAL,None,Low
2396,0,1,10,0.081,NORMAL,None,Medium
2396,0,2,20,0.0406,NORMAL,None,Medium
2396,0,3,30,0.0265,NORMAL,None,Medium
2396,0,4,40,0.0261,NORMAL,None,Low
2396,0,5,50,0.025,NORMAL,None,Low
2396,0,6,60,0.0266,NORMAL,None,Low
2397,0,1,10,0.4064,NORMAL,None,Medium
2397,0,2,20,0.2544,NORMAL,None,Medium
2397,0,3,30,0.1726,NORMAL,None,Medium
2397,0,4,40,0.1361,NORMAL,None,Low
2397,0,5,50,0.1232,NORMAL,None,Low
2397,0,6,60,0.106,NORMAL,None,Low
2398,0,1,10,0.0646,NORMAL,None,Medium
2398,0,2,20,0.0372,NORMAL,None,Medium
2398,0,3,30,0.033,NORMAL,None,Medium
2398,0,4,40,0.0272,NORMAL,None,Low
2398,0,5,50,0.028,NORMAL,None,Low
2398,0,6,60,0.032,NORMAL,None,Low
2399,0,1,10,0.034,NORMAL,None,Medium
2399,0,2,20,0.0276,NORMAL,None,Medium
2399,0,3,30,0.027,NORMAL,None,Medium
2399,0,4,40,0.0269,NORMAL,None,Low
2399,0,5,50,0.0265,NORMAL,None,Low
2399,0,6,60,0.0291,NORMAL,None,Low
2520,0,1,10,0.0153,NORMAL,None,Medium
2520,0,2,20,0.0222,NORMAL,None,Medium
2520,0,3,30,0.0258,NORMAL,None,Medium
2520,0,4,40,0.026,NORMAL,None,Low
2520,0,5,50,0.0292,NORMAL,None,Low
2520,0,6,60,0.0285,NORMAL,None,Low
2521,0,1,10,0.0178,NORMAL,None,Medium
2521,0,2,20,0.0237,NORMAL,None,Medium
2521,0,3,30,0.0226,NORMAL,None,Medium
2521,0,4,40,0.024,NORMAL,None,Low
2521,0,5,50,0.0245,NORMAL,None,Low
2521,0,6,60,0.0293,NORMAL,None,Low
2522,0,1,10,0.018,NORMAL,None,Medium
2522,0,2,20,0.0245,NORMAL,None,Medium
2522,0,3,30,0.0283,NORMAL,None,Medium
2522,0,4,40,0.0267,NORMAL,None,Low
2522,0,5,50,0.0253,NORMAL,None,Low
2522,0,6,60,0.0261,NORMAL,None,Low
2523,0,1,10,0.0161,NORMAL,None,Medium
2523,0,2,20,0.0229,NORMAL,None,Medium
2523,0,3,30,0.0236,NORMAL,None,Medium
2523,0,4,40,0.0241,NORMAL,None,Low
2523,0,5,50,0.024,NORMAL,None,Low
2523,0,6,60,0.0236,NORMAL,None,Low
2524,0,1,10,0.017,NORMAL,None,Medium
2524,0,2,20,0.0213,NORMAL,None,Medium
2524,0,3,30,0.0217,NORMAL,None,Medium
2524,0,4,40,0.0233,NORMAL,None,Low
2524,0,5,50,0.0263,NORMAL,None,Low
2524,0,6,60,0.0251,NORMAL,None,Low
2525,0,1,10,0.0164,NORMAL,None,Medium
2525,0,2,20,0.0242,NORMAL,None,Medium
2525,0,3,30,0.0267,NORMAL,None,Medium
2525,0,4,40,0.027,NORMAL,None,Low
2525,0,5,50,0.0233,NORMAL,None,Low
2525,0,6,60,0.0244,NORMAL,None,Low
2526,0,1,10,0.0155,NORMAL,None,Medium
2526,0,2,20,0.0241,NORMAL,None,Medium
2526,0,3,30,0.0255,NORMAL,None,Medium
2526,0,4,40,0.0269,NORMAL,None,Low
2526,0,5,50,0.0255,NORMAL,None,Low
2526,0,6,60,0.025,NORMAL,None,Low
2527,0,1,10,0.0136,NORMAL,None,Medium
2527,0,2,20,0.0215,NORMAL,None,Medium
2527,0,3,30,0.0263,NORMAL,None,Medium
2527,0,4,40,0.0278,NORMAL,None,Low
2527,0,5,50,0.0282,NORMAL,None,Low
2527,0,6,60,0.0238,NORMAL,None,Low
2528,0,1,10,0.0164,NORMAL,None,Medium
2528,0,2,20,0.0217,NORMAL,None,Medium
2528,0,3,30,0.0258,NORMAL,None,Medium
2528,0,4,40,0.0253,NORMAL,None,Low
2528,0,5,50,0.025,NORMAL,None,Low
2528,0,6,60,0.0238,NORMAL,None,Low
2529,0,1,10,0.0165,NORMAL,None,Medium
2529,0,2,20,0.0224,NORMAL,None,Medium
2529,0,3,30,0.0256,NORMAL,None,Medium
2529,0,4,40,0.0254,NORMAL,None,Low
2529,0,5,50,0.0274,NORMAL,None,Low
2529,0,6,60,0.0244,NORMAL,None,Low
2530,0,1,10,0.0147,NORMAL,None,Medium
2530,0,2,20,0.0215,NORMAL,None,Medium
2530,0,3,30,0.0245,NORMAL,None,Medium
2530,0,4,40,0.0264,NORMAL,None,Low
2530,0,5,50,0.0258,NORMAL,None,Low
2530,0,6,60,0.0252,NORMAL,None,Low
2531,0,1,10,0.0225,NORMAL,None,Medium
2531,0,2,20,0.0262,NORMAL,None,Medium
2531,0,3,30,0.0258,NORMAL,None,Medium
2531,0,4,40,0.0267,NORMAL,None,Low
2531,0,5,50,0.0252,NORMAL,None,Low
2531,0,6,60,0.0242,NORMAL,None,Low
2532,0,1,10,0.0201,NORMAL,None,Medium
2532,0,2,20,0.0233,NORMAL,None,Medium
2532,0,3,30,0.0243,NORMAL,None,Medium
2532,0,4,40,0.0258,NORMAL,None,Low
2532,0,5,50,0.0257,NORMAL,None,Low
2532,0,6,60,0.0242,NORMAL,None,Low
2533,0,1,10,0.016,NORMAL,None,Medium
2533,0,2,20,0.026,NORMAL,None,Medium
2533,0,3,30,0.0252,NORMAL,None,Medium
2533,0,4,40,0.0292,NORMAL,None,Low
2533,0,5,50,0.0286,NORMAL,None,Low
2533,0,6,60,0.0269,NORMAL,None,Low
2534,0,1,10,0.0147,NORMAL,None,Medium
2534,0,2,20,0.024,NORMAL,None,Medium
2534,0,3,30,0.0282,NORMAL,None,Medium
2534,0,4,40,0.0273,NORMAL,None,Low
2534,0,5,50,0.0243,NORMAL,None,Low
2534,0,6,60,0.0252,NORMAL,None,Low
2535,0,1,10,0.0169,NORMAL,None,Medium
2535,0,2,20,0.0227,NORMAL,None,Medium
2535,0,3,30,0.0233,NORMAL,None,Medium
2535,0,4,40,0.0236,NORMAL,None,Low
2535,0,5,50,0.0257,NORMAL,None,Low
2535,0,6,60,0.0255,NORMAL,None,Low
2536,0,1,10,0.0158,NORMAL,None,Medium
2536,0,2,20,0.0216,NORMAL,None,Medium
2536,0,3,30,0.0236,NORMAL,None,Medium
2536,0,4,40,0.0231,NORMAL,None,Low
2536,0,5,50,0.025,NORMAL,None,Low
2536,0,6,60,0.0239,NORMAL,None,Low
2537,0,1,10,0.0152,NORMAL,None,Medium
2537,0,2,20,0.0218,NORMAL,None,Medium
2537,0,3,30,0.0248,NORMAL,None,Medium
2537,0,4,40,0.0236,NORMAL,None,Low
2537,0,5,50,0.0245,NORMAL,None,Low
2537,0,6,60,0.0252,NORMAL,None,Low
2538,0,1,10,0.0141,NORMAL,None,Medium
2538,0,2,20,0.0217,NORMAL,None,Medium
2538,0,3,30,0.0211,NORMAL,None,Medium
2538,0,4,40,0.0233,NORMAL,None,Low
2538,0,5,50,0.0249,NORMAL,None,Low
2538,0,6,60,0.0245,NORMAL,None,Low
2539,0,1,10,0.0169,NORMAL,None,Medium
2539,0,2,20,0.0208,NORMAL,None,Medium
2539,0,3,30,0.0228,NORMAL,None,Medium
2539,0,4,40,0.0255,NORMAL,None,Low
2539,0,5,50,0.0242,NORMAL,None,Low
2539,0,6,60,0.0249,NORMAL,None,Low
2540,0,1,10,0.0153,NORMAL,None,Medium
2540,0,2,20,0.0222,NORMAL,None,Medium
2540,0,3,30,0.0223,NORMAL,None,Medium
2540,0,4,40,0.0253,NORMAL,None,Low
2540,0,5,50,0.0258,NORMAL,None,Low
2540,0,6,60,0.0267,NORMAL,None,Low
2541,0,1,10,0.0157,NORMAL,None,Medium
2541,0,2,20,0.0228,NORMAL,None,Medium
2541,0,3,30,0.0216,NORMAL,None,Medium
2541,0,4,40,0.0237,NORMAL,None,Low
2541,0,5,50,0.0237,NORMAL,None,Low
2541,0,6,60,0.0278,NORMAL,None,Low
2542,0,1,10,0.0155,NORMAL,None,Medium
2542,0,2,20,0.0207,NORMAL,None,Medium
2542,0,3,30,0.0232,NORMAL,None,Medium
2542,0,4,40,0.0237,NORMAL,None,Low
2542,0,5,50,0.0235,NORMAL,None,Low
2542,0,6,60,0.0269,NORMAL,None,Low
2543,0,1,10,0.0166,NORMAL,None,Medium
2543,0,2,20,0.0217,NORMAL,None,Medium
2543,0,3,30,0.0254,NORMAL,None,Medium
2543,0,4,40,0.0273,NORMAL,None,Low
2543,0,5,50,0.0275,NORMAL,None,Low
2543,0,6,60,0.0263,NORMAL,None,Low
2544,0,1,10,0.0161,NORMAL,None,Medium
2544,0,2,20,0.0226,NORMAL,None,Medium
2544,0,3,30,0.024,NORMAL,None,Medium
2544,0,4,40,0.0221,NORMAL,None,Low
2544,0,5,50,0.0235,NORMAL,None,Low
2544,0,6,60,0.0244,NORMAL,None,Low
2545,0,1,10,0.0138,NORMAL,None,Medium
2545,0,2,20,0.0211,NORMAL,None,Medium
2545,0,3,30,0.0226,NORMAL,None,Medium
2545,0,4,40,0.0251,NORMAL,None,Low
2545,0,5,50,0.0227,NORMAL,None,Low
2545,0,6,60,0.0242,NORMAL,None,Low
2546,0,1,10,0.018,NORMAL,None,Medium
2546,0,2,20,0.0243,NORMAL,None,Medium
2546,0,3,30,0.0241,NORMAL,None,Medium
2546,0,4,40,0.024,NORMAL,None,Low
2546,0,5,50,0.025,NORMAL,None,Low
2546,0,6,60,0.0253,NORMAL,None,Low
2547,0,1,10,0.0166,NORMAL,None,Medium
2547,0,2,20,0.0231,NORMAL,None,Medium
2547,0,3,30,0.0251,NORMAL,None,Medium
2547,0,4,40,0.0249,NORMAL,None,Low
2547,0,5,50,0.0278,NORMAL,None,Low
2547,0,6,60,0.0271,NORMAL,None,Low
2548,0,1,10,0.0146,NORMAL,None,Medium
2548,0,2,20,0.0216,NORMAL,None,Medium
2548,0,3,30,0.0278,NORMAL,None,Medium
2548,0,4,40,0.0284,NORMAL,None,Low
2548,0,5,50,0.0257,NORMAL,None,Low
2548,0,6,60,0.026,NORMAL,None,Low
2549,0,1,10,0.0157,NORMAL,None,Medium
2549,0,2,20,0.0219,NORMAL,None,Medium
2549,0,3,30,0.0228,NORMAL,None,Medium
2549,0,4,40,0.0245,NORMAL,None,Low
2549,0,5,50,0.0243,NORMAL,None,Low
2549,0,6,60,0.0265,NORMAL,None,Low
2670,0,1,10,0.0163,NORMAL,None,Medium
2670,0,2,20,0.0233,NORMAL,None,Medium
2670,0,3,30,0.0232,NORMAL,None,Medium
2670,0,4,40,0.0217,NORMAL,None,Low
2670,0,5,50,0.028,NORMAL,None,Low
2670,0,6,60,0.0274,NORMAL,None,Low
2671,0,1,10,0.0146,NORMAL,None,Medium
2671,0,2,20,0.0205,NORMAL,None,Medium
2671,0,3,30,0.0227,NORMAL,None,Medium
2671,0,4,40,0.0261,NORMAL,None,Low
2671,0,5,50,0.0261,NORMAL,None,Low
